#   No. of|        Total|        Power|        Inlet|       Outlet|       Energy|       Energy|        Total|       Global|
#Timesteps|         Time|     Supplied|       Energy|       Energy|       Stored|       Stored|       Energy|       Energy|
#         |             |             |             |             |      Coolant|        Solid|      Storage|      Balance|
#         |        [sec]|         [kW]|         [kW]|         [kW]|         [kW]|         [kW]|          [%]|          [%]|
#=========================================================================================================================
      3100        0.5433      365.8097    13280.8519    13657.5115       23.9241       20.0856       12.0308       -0.0795
      3110        0.5451      365.8097    13280.8519    13657.7579       23.7295       19.9325       11.9357       -0.0813
      3120        0.5468      365.8097    13280.8519    13658.0015       23.5318       19.7835       11.8409       -0.0831
      3130        0.5486      365.8097    13280.8519    13658.2432       23.3317       19.6372       11.7462       -0.0849
      3140        0.5504      365.8097    13280.8519    13658.4836       23.1300       19.4897       11.6508       -0.0866
      3150        0.5521      365.8097    13280.8519    13658.7232       22.9272       19.3407       11.5546       -0.0884
      3160        0.5539      365.8097    13280.8519    13658.9618       22.7233       19.1901       11.4577       -0.0901
      3170        0.5557      365.8097    13280.8519    13659.1990       22.5181       19.0380       11.3600       -0.0919
      3180        0.5574      365.8097    13280.8519    13659.4341       22.3110       18.8844       11.2614       -0.0936
      3190        0.5592      365.8097    13280.8519    13659.6663       22.1016       18.7294       11.1618       -0.0953
      3200        0.5610      365.8097    13280.8519    13659.8951       21.8896       18.5729       11.0611       -0.0970
      3210        0.5627      365.8097    13280.8519    13660.1204       21.6748       18.4152       10.9592       -0.0986
      3220        0.5645      365.8097    13280.8519    13660.3422       21.4576       18.2571       10.8566       -0.1002
      3230        0.5663      365.8097    13280.8519    13660.5610       21.2384       18.1039       10.7548       -0.1019
      3240        0.5680      365.8097    13280.8519    13660.7773       21.0178       17.9537       10.6535       -0.1034
      3250        0.5698      365.8097    13280.8519    13660.9916       20.7964       17.8028       10.5517       -0.1050
      3260        0.5715      365.8097    13280.8519    13661.2041       20.5745       17.6507       10.4495       -0.1066
      3270        0.5733      365.8097    13280.8519    13661.4147       20.3522       17.4974       10.3468       -0.1081
      3280        0.5751      365.8097    13280.8519    13661.6233       20.1323       17.3429       10.2444       -0.1096
      3290        0.5768      365.8097    13280.8519    13661.8293       19.9376       17.1873       10.1487       -0.1111
      3300        0.5786      365.8097    13280.8519    13662.0322       19.7838       17.0342       10.0648       -0.1126
      3310        0.5804      365.8097    13280.8519    13662.2318       19.6404       16.8890        9.9859       -0.1141
      3320        0.5821      365.8097    13280.8519    13662.4279       19.4992       16.7481        9.9088       -0.1155
      3330        0.5839      365.8097    13280.8519    13662.6205       19.3591       16.6100        9.8327       -0.1169
      3340        0.5857      365.8097    13280.8519    13662.8098       19.2213       16.4786        9.7592       -0.1183
      3350        0.5874      365.8097    13280.8519    13662.9963       19.0859       16.3487        9.6866       -0.1197
      3360        0.5892      365.8097    13280.8519    13663.1802       18.9524       16.2188        9.6146       -0.1210
      3370        0.5910      365.8097    13280.8519    13663.3618       18.8226       16.0886        9.5435       -0.1224
      3380        0.5927      365.8097    13280.8519    13663.5409       18.6949       15.9582        9.4730       -0.1237
      3390        0.5945      365.8097    13280.8519    13663.7174       18.5705       15.8278        9.4033       -0.1250
      3400        0.5963      365.8097    13280.8519    13663.8910       18.4471       15.6970        9.3338       -0.1263
      3410        0.5980      365.8097    13280.8519    13664.0614       18.3220       15.5666        9.2640       -0.1275
      3420        0.5998      365.8097    13280.8519    13664.2285       18.1951       15.4358        9.1936       -0.1287
      3430        0.6016      365.8097    13280.8519    13664.3920       18.0663       15.3048        9.1225       -0.1299
      3440        0.6033      365.8097    13280.8519    13664.5521       17.9358       15.1783        9.0523       -0.1311
      3450        0.6051      365.8097    13280.8519    13664.7088       17.8037       15.0553        8.9825       -0.1322
      3460        0.6069      365.8097    13280.8519    13664.8624       17.6703       14.9319        8.9123       -0.1334
      3470        0.6086      365.8097    13280.8519    13665.0131       17.5359       14.8075        8.8416       -0.1345
      3480        0.6104      365.8097    13280.8519    13665.1610       17.4052       14.6823        8.7716       -0.1356
      3490        0.6122      365.8097    13280.8519    13665.3061       17.2937       14.5562        8.7067       -0.1366
      3500        0.6139      365.8097    13280.8519    13665.4483       17.1935       14.4293        8.6446       -0.1377
      3510        0.6157      365.8097    13280.8519    13665.5875       17.0923       14.3050        8.5830       -0.1387
      3520        0.6175      365.8097    13280.8519    13665.7234       16.9895       14.1854        8.5222       -0.1397
      3530        0.6192      365.8097    13280.8519    13665.8560       16.8853       14.0659        8.4610       -0.1407
      3540        0.6210      365.8097    13280.8519    13665.9851       16.7795       13.9458        8.3993       -0.1416
      3550        0.6228      365.8097    13280.8519    13666.1107       16.6723       13.8248        8.3369       -0.1425
      3560        0.6245      365.8097    13280.8519    13666.2331       16.5637       13.7032        8.2740       -0.1434
      3570        0.6263      365.8097    13280.8519    13666.3522       16.4540       13.5810        8.2106       -0.1443
      3580        0.6281      365.8097    13280.8519    13666.4683       16.3455       13.4581        8.1473       -0.1451
      3590        0.6298      365.8097    13280.8519    13666.5813       16.2533       13.3347        8.0883       -0.1460
      3600        0.6316      365.8097    13280.8519    13666.6915       16.1759       13.2107        8.0333       -0.1468
      3610        0.6334      365.8097    13280.8519    13666.7986       16.0979       13.0869        7.9781       -0.1476
      3620        0.6351      365.8097    13280.8519    13666.9026       16.0186       12.9672        7.9237       -0.1483
      3630        0.6369      365.8097    13280.8519    13667.0035       15.9379       12.8508        7.8699       -0.1491
      3640        0.6387      365.8097    13280.8519    13667.1011       15.8559       12.7345        7.8157       -0.1498
      3650        0.6404      365.8097    13280.8519    13667.1954       15.7726       12.6181        7.7611       -0.1505
      3660        0.6422      365.8097    13280.8519    13667.2864       15.6879       12.5102        7.7084       -0.1511
      3670        0.6440      365.8097    13280.8519    13667.3741       15.6021       12.4113        7.6579       -0.1518
      3680        0.6457      365.8097    13280.8519    13667.4588       15.5161       12.3142        7.6079       -0.1524
      3690        0.6475      365.8097    13280.8519    13667.5403       15.4419       12.2177        7.5612       -0.1530
      3700        0.6492      365.8097    13280.8519    13667.6189       15.3849       12.1214        7.5193       -0.1536
      3710        0.6510      365.8097    13280.8519    13667.6945       15.3289       12.0257        7.4778       -0.1541
      3720        0.6528      365.8097    13280.8519    13667.7671       15.2717       11.9320        7.4366       -0.1547
      3730        0.6545      365.8097    13280.8519    13667.8368       15.2132       11.8436        7.3964       -0.1552
      3740        0.6563      365.8097    13280.8519    13667.9034       15.1534       11.7584        7.3568       -0.1557
      3750        0.6581      365.8097    13280.8519    13667.9669       15.0972       11.6733        7.3181       -0.1561
      3760        0.6598      365.8097    13280.8519    13668.0272       15.0526       11.5887        7.2828       -0.1566
      3770        0.6616      365.8097    13280.8519    13668.0846       15.0094       11.5044        7.2480       -0.1570
      3780        0.6634      365.8097    13280.8519    13668.1388       14.9646       11.4196        7.2126       -0.1574
      3790        0.6651      365.8097    13280.8519    13668.1901       14.9185       11.3343        7.1766       -0.1578
      3800        0.6669      365.8097    13280.8519    13668.2385       14.8710       11.2485        7.1402       -0.1581
      3810        0.6687      365.8097    13280.8519    13668.2840       14.8247       11.1623        7.1040       -0.1584
      3820        0.6704      365.8097    13280.8519    13668.3267       14.7891       11.0756        7.0705       -0.1588
      3830        0.6722      365.8097    13280.8519    13668.3667       14.7580       10.9884        7.0382       -0.1591
      3840        0.6740      365.8097    13280.8519    13668.4038       14.7255       10.9009        7.0054       -0.1593
      3850        0.6757      365.8097    13280.8519    13668.4381       14.6915       10.8131        6.9721       -0.1596
      3860        0.6775      365.8097    13280.8519    13668.4696       14.6561       10.7278        6.9391       -0.1598
      3870        0.6793      365.8097    13280.8519    13668.4983       14.6202       10.6463        6.9070       -0.1600
      3880        0.6810      365.8097    13280.8519    13668.5242       14.5920       10.5669        6.8776       -0.1602
      3890        0.6828      365.8097    13280.8519    13668.5473       14.5717       10.4871        6.8502       -0.1604
      3900        0.6846      365.8097    13280.8519    13668.5676       14.5500       10.4070        6.8224       -0.1605
      3910        0.6863      365.8097    13280.8519    13668.5853       14.5269       10.3265        6.7941       -0.1607
      3920        0.6881      365.8097    13280.8519    13668.6004       14.5022       10.2457        6.7652       -0.1608
      3930        0.6899      365.8097    13280.8519    13668.6130       14.4761       10.1646        6.7359       -0.1609
      3940        0.6916      365.8097    13280.8519    13668.6230       14.4485       10.0839        6.7063       -0.1609
      3950        0.6934      365.8097    13280.8519    13668.6305       14.4196       10.0106        6.6784       -0.1610
      3960        0.6952      365.8097    13280.8519    13668.6354       14.3892        9.9450        6.6521       -0.1610
      3970        0.6969      365.8097    13280.8519    13668.6379       14.3574        9.8850        6.6271       -0.1610
      3980        0.6987      365.8097    13280.8519    13668.6378       14.3242        9.8294        6.6028       -0.1610
      3990        0.7005      365.8097    13280.8519    13668.6353       14.2896        9.7748        6.5784       -0.1610
      4000        0.7022      365.8097    13280.8519    13668.6304       14.2536        9.7206        6.5537       -0.1610
      4010        0.7040      365.8097    13280.8519    13668.6231       14.2164        9.6667        6.5288       -0.1609
      4020        0.7058      365.8097    13280.8519    13668.6135       14.1779        9.6129        6.5036       -0.1609
      4030        0.7075      365.8097    13280.8519    13668.6016       14.1382        9.5598        6.4782       -0.1608
      4040        0.7093      365.8097    13280.8519    13668.5874       14.0973        9.5067        6.4525       -0.1607
      4050        0.7111      365.8097    13280.8519    13668.5710       14.0552        9.4541        6.4267       -0.1605
      4060        0.7128      365.8097    13280.8519    13668.5524       14.0120        9.4017        6.4005       -0.1604
      4070        0.7146      365.8097    13280.8519    13668.5316       13.9677        9.3508        6.3745       -0.1603
      4080        0.7164      365.8097    13280.8519    13668.5086       13.9222        9.3040        6.3493       -0.1601
      4090        0.7181      365.8097    13280.8519    13668.4835       13.8757        9.2591        6.3243       -0.1599
      4100        0.7199      365.8097    13280.8519    13668.4563       13.8280        9.2140        6.2989       -0.1597
      4110        0.7217      365.8097    13280.8519    13668.4270       13.7794        9.1685        6.2732       -0.1595
      4120        0.7234      365.8097    13280.8519    13668.3958       13.7297        9.1224        6.2470       -0.1593
      4130        0.7252      365.8097    13280.8519    13668.3625       13.6790        9.0761        6.2205       -0.1590
      4140        0.7269      365.8097    13280.8519    13668.3273       13.6275        9.0315        6.1942       -0.1588
      4150        0.7287      365.8097    13280.8519    13668.2902       13.5750        8.9911        6.1688       -0.1585
      4160        0.7305      365.8097    13280.8519    13668.2512       13.5216        8.9543        6.1441       -0.1582
      4170        0.7322      365.8097    13280.8519    13668.2103       13.4674        8.9191        6.1197       -0.1579
      4180        0.7340      365.8097    13280.8519    13668.1676       13.4123        8.8835        6.0949       -0.1576
      4190        0.7358      365.8097    13280.8519    13668.1232       13.3563        8.8474        6.0697       -0.1573
      4200        0.7375      365.8097    13280.8519    13668.0769       13.2996        8.8120        6.0446       -0.1569
      4210        0.7393      365.8097    13280.8519    13668.0289       13.2421        8.7787        6.0197       -0.1566
      4220        0.7411      365.8097    13280.8519    13667.9793       13.1838        8.7463        5.9949       -0.1562
      4230        0.7428      365.8097    13280.8519    13667.9280       13.1247        8.7134        5.9698       -0.1558
      4240        0.7446      365.8097    13280.8519    13667.8750       13.0650        8.6801        5.9444       -0.1554
      4250        0.7464      365.8097    13280.8519    13667.8205       13.0046        8.6463        5.9186       -0.1550
      4260        0.7481      365.8097    13280.8519    13667.7645       12.9435        8.6154        5.8935       -0.1546
      4270        0.7499      365.8097    13280.8519    13667.7069       12.8819        8.5899        5.8697       -0.1542
      4280        0.7517      365.8097    13280.8519    13667.6478       12.8196        8.5669        5.8463       -0.1538
      4290        0.7534      365.8097    13280.8519    13667.5873       12.7567        8.5438        5.8229       -0.1533
      4300        0.7552      365.8097    13280.8519    13667.5253       12.6933        8.5201        5.7990       -0.1529
      4310        0.7570      365.8097    13280.8519    13667.4620       12.6293        8.4958        5.7749       -0.1524
      4320        0.7587      365.8097    13280.8519    13667.3972       12.5647        8.4708        5.7504       -0.1519
      4330        0.7605      365.8097    13280.8519    13667.3311       12.4997        8.4453        5.7257       -0.1515
      4340        0.7623      365.8097    13280.8519    13667.2637       12.4342        8.4192        5.7006       -0.1510
      4350        0.7640      365.8097    13280.8519    13667.1950       12.3682        8.3925        5.6753       -0.1505
      4360        0.7658      365.8097    13280.8519    13667.1251       12.3017        8.3662        5.6499       -0.1500
      4370        0.7676      365.8097    13280.8519    13667.0540       12.2349        8.3429        5.6253       -0.1494
      4380        0.7693      365.8097    13280.8519    13666.9817       12.1677        8.3216        5.6011       -0.1489
      4390        0.7711      365.8097    13280.8519    13666.9082       12.1001        8.3002        5.5767       -0.1484
      4400        0.7729      365.8097    13280.8519    13666.8337       12.0321        8.2782        5.5522       -0.1478
      4410        0.7746      365.8097    13280.8519    13666.7580       11.9638        8.2557        5.5273       -0.1473
      4420        0.7764      365.8097    13280.8519    13666.6813       11.8951        8.2326        5.5022       -0.1467
      4430        0.7782      365.8097    13280.8519    13666.6035       11.8262        8.2105        5.4773       -0.1461
      4440        0.7799      365.8097    13280.8519    13666.5247       11.7569        8.1897        5.4527       -0.1456
      4450        0.7817      365.8097    13280.8519    13666.4450       11.6874        8.1695        5.4282       -0.1450
      4460        0.7835      365.8097    13280.8519    13666.3643       11.6176        8.1487        5.4034       -0.1444
      4470        0.7852      365.8097    13280.8519    13666.2827       11.5475        8.1274        5.3785       -0.1438
      4480        0.7870      365.8097    13280.8519    13666.2002       11.4773        8.1054        5.3533       -0.1432
      4490        0.7888      365.8097    13280.8519    13666.1169       11.4069        8.0835        5.3280       -0.1426
      4500        0.7905      365.8097    13280.8519    13666.0327       11.3363        8.0632        5.3032       -0.1419
      4510        0.7923      365.8097    13280.8519    13665.9477       11.2655        8.0438        5.2785       -0.1413
      4520        0.7941      365.8097    13280.8519    13665.8620       11.1946        8.0242        5.2538       -0.1407
      4530        0.7958      365.8097    13280.8519    13665.7754       11.1235        8.0040        5.2288       -0.1401
      4540        0.7976      365.8097    13280.8519    13665.6881       11.0523        7.9832        5.2037       -0.1394
      4550        0.7994      365.8097    13280.8519    13665.6001       10.9810        7.9620        5.1784       -0.1388
      4560        0.8011      365.8097    13280.8519    13665.5114       10.9095        7.9416        5.1533       -0.1381
      4570        0.8029      365.8097    13280.8519    13665.4221       10.8380        7.9229        5.1286       -0.1375
      4580        0.8047      365.8097    13280.8519    13665.3321       10.7665        7.9045        5.1040       -0.1368
      4590        0.8064      365.8097    13280.8519    13665.2415       10.6949        7.8856        5.0793       -0.1362
      4600        0.8082      365.8097    13280.8519    13665.1504       10.6232        7.8661        5.0544       -0.1355
      4610        0.8099      365.8097    13280.8519    13665.0587       10.5516        7.8460        5.0293       -0.1348
      4620        0.8117      365.8097    13280.8519    13664.9665       10.4799        7.8254        5.0041       -0.1341
      4630        0.8135      365.8097    13280.8519    13664.8737       10.4082        7.8044        4.9787       -0.1335
      4640        0.8152      365.8097    13280.8519    13664.7804       10.3366        7.7828        4.9532       -0.1328
      4650        0.8170      365.8097    13280.8519    13664.6867       10.2649        7.7607        4.9276       -0.1321
      4660        0.8188      365.8097    13280.8519    13664.5925       10.1933        7.7381        4.9018       -0.1314
      4670        0.8205      365.8097    13280.8519    13664.4979       10.1217        7.7151        4.8760       -0.1307
      4680        0.8223      365.8097    13280.8519    13664.4029       10.0502        7.6916        4.8500       -0.1300
      4690        0.8241      365.8097    13280.8519    13664.3075        9.9788        7.6677        4.8239       -0.1293
      4700        0.8258      365.8097    13280.8519    13664.2118        9.9074        7.6433        4.7978       -0.1286
      4710        0.8276      365.8097    13280.8519    13664.1157        9.8361        7.6184        4.7715       -0.1279
      4720        0.8294      365.8097    13280.8519    13664.0193        9.7650        7.5932        4.7451       -0.1272
      4730        0.8311      365.8097    13280.8519    13663.9226        9.6939        7.5675        4.7187       -0.1265
      4740        0.8329      365.8097    13280.8519    13663.8256        9.6230        7.5415        4.6922       -0.1258
      4750        0.8347      365.8097    13280.8519    13663.7283        9.5522        7.5150        4.6656       -0.1251
      4760        0.8364      365.8097    13280.8519    13663.6308        9.4815        7.4882        4.6389       -0.1243
      4770        0.8382      365.8097    13280.8519    13663.5331        9.4110        7.4610        4.6122       -0.1236
      4780        0.8400      365.8097    13280.8519    13663.4351        9.3406        7.4334        4.5854       -0.1229
      4790        0.8417      365.8097    13280.8519    13663.3370        9.2704        7.4055        4.5586       -0.1222
      4800        0.8435      365.8097    13280.8519    13663.2387        9.2004        7.3772        4.5317       -0.1215
      4810        0.8453      365.8097    13280.8519    13663.1402        9.1305        7.3486        4.5048       -0.1208
      4820        0.8470      365.8097    13280.8519    13663.0416        9.0609        7.3196        4.4779       -0.1200
      4830        0.8488      365.8097    13280.8519    13662.9429        8.9914        7.2904        4.4509       -0.1193
      4840        0.8506      365.8097    13280.8519    13662.8441        8.9221        7.2608        4.4239       -0.1186
      4850        0.8523      365.8097    13280.8519    13662.7451        8.8531        7.2310        4.3968       -0.1179
      4860        0.8541      365.8097    13280.8519    13662.6461        8.7842        7.2008        4.3698       -0.1171
      4870        0.8559      365.8097    13280.8519    13662.5471        8.7156        7.1704        4.3427       -0.1164
      4880        0.8576      365.8097    13280.8519    13662.4480        8.6472        7.1397        4.3156       -0.1157
      4890        0.8594      365.8097    13280.8519    13662.3489        8.5791        7.1087        4.2885       -0.1150
      4900        0.8612      365.8097    13280.8519    13662.2497        8.5112        7.0775        4.2614       -0.1142
      4910        0.8629      365.8097    13280.8519    13662.1506        8.4435        7.0460        4.2343       -0.1135
      4920        0.8647      365.8097    13280.8519    13662.0514        8.3761        7.0143        4.2072       -0.1128
      4930        0.8665      365.8097    13280.8519    13661.9523        8.3089        6.9823        4.1801       -0.1120
      4940        0.8682      365.8097    13280.8519    13661.8533        8.2420        6.9501        4.1530       -0.1113
      4950        0.8700      365.8097    13280.8519    13661.7543        8.1754        6.9178        4.1260       -0.1106
      4960        0.8718      365.8097    13280.8519    13661.6553        8.1091        6.8852        4.0989       -0.1099
      4970        0.8735      365.8097    13280.8519    13661.5565        8.0430        6.8524        4.0719       -0.1091
      4980        0.8753      365.8097    13280.8519    13661.4577        7.9772        6.8194        4.0449       -0.1084
      4990        0.8771      365.8097    13280.8519    13661.3591        7.9118        6.7862        4.0179       -0.1077
      5000        0.8788      365.8097    13280.8519    13661.2605        7.8466        6.7529        3.9910       -0.1070
      5010        0.8806      365.8097    13280.8519    13661.1621        7.7817        6.7193        3.9641       -0.1063
      5020        0.8824      365.8097    13280.8519    13661.0638        7.7171        6.6856        3.9372       -0.1055
      5030        0.8841      365.8097    13280.8519    13660.9657        7.6528        6.6518        3.9104       -0.1048
      5040        0.8859      365.8097    13280.8519    13660.8677        7.5888        6.6178        3.8836       -0.1041
      5050        0.8876      365.8097    13280.8519    13660.7698        7.5251        6.5836        3.8569       -0.1034
      5060        0.8894      365.8097    13280.8519    13660.6722        7.4617        6.5494        3.8302       -0.1027
      5070        0.8912      365.8097    13280.8519    13660.5748        7.3987        6.5150        3.8035       -0.1020
      5080        0.8929      365.8097    13280.8519    13660.4775        7.3360        6.4804        3.7769       -0.1012
      5090        0.8947      365.8097    13280.8519    13660.3805        7.2736        6.4458        3.7504       -0.1005
      5100        0.8965      365.8097    13280.8519    13660.2836        7.2115        6.4110        3.7239       -0.0998
      5110        0.8982      365.8097    13280.8519    13660.1870        7.1498        6.3762        3.6975       -0.0991
      5120        0.9000      365.8097    13280.8519    13660.0907        7.0884        6.3412        3.6712       -0.0984
      5130        0.9018      365.8097    13280.8519    13659.9946        7.0273        6.3062        3.6449       -0.0977
      5140        0.9035      365.8097    13280.8519    13659.8987        6.9666        6.2710        3.6187       -0.0970
      5150        0.9053      365.8097    13280.8519    13659.8031        6.9062        6.2358        3.5926       -0.0963
      5160        0.9071      365.8097    13280.8519    13659.7077        6.8461        6.2005        3.5665       -0.0956
      5170        0.9088      365.8097    13280.8519    13659.6127        6.7864        6.1652        3.5405       -0.0949
      5180        0.9106      365.8097    13280.8519    13659.5179        6.7270        6.1298        3.5146       -0.0942
      5190        0.9124      365.8097    13280.8519    13659.4234        6.6680        6.0943        3.4888       -0.0935
      5200        0.9141      365.8097    13280.8519    13659.3292        6.6093        6.0588        3.4630       -0.0928
      5210        0.9159      365.8097    13280.8519    13659.2354        6.5510        6.0233        3.4374       -0.0921
      5220        0.9177      365.8097    13280.8519    13659.1418        6.4930        5.9877        3.4118       -0.0915
      5230        0.9194      365.8097    13280.8519    13659.0486        6.4354        5.9521        3.3863       -0.0908
      5240        0.9212      365.8097    13280.8519    13658.9556        6.3781        5.9164        3.3609       -0.0901
      5250        0.9230      365.8097    13280.8519    13658.8630        6.3212        5.8807        3.3356       -0.0894
      5260        0.9247      365.8097    13280.8519    13658.7708        6.2646        5.8451        3.3104       -0.0887
      5270        0.9265      365.8097    13280.8519    13658.6789        6.2084        5.8094        3.2853       -0.0881
      5280        0.9283      365.8097    13280.8519    13658.5873        6.1526        5.7736        3.2602       -0.0874
      5290        0.9300      365.8097    13280.8519    13658.4961        6.0971        5.7379        3.2353       -0.0867
      5300        0.9318      365.8097    13280.8519    13658.4052        6.0419        5.7022        3.2104       -0.0861
      5310        0.9336      365.8097    13280.8519    13658.3147        5.9872        5.6665        3.1857       -0.0854
      5320        0.9353      365.8097    13280.8519    13658.2246        5.9327        5.6308        3.1611       -0.0847
      5330        0.9371      365.8097    13280.8519    13658.1349        5.8787        5.5951        3.1365       -0.0841
      5340        0.9389      365.8097    13280.8519    13658.0455        5.8250        5.5594        3.1121       -0.0834
      5350        0.9406      365.8097    13280.8519    13657.9565        5.7717        5.5238        3.0878       -0.0828
      5360        0.9424      365.8097    13280.8519    13657.8679        5.7187        5.4881        3.0636       -0.0821
      5370        0.9442      365.8097    13280.8519    13657.7797        5.6661        5.4525        3.0395       -0.0815
      5380        0.9459      365.8097    13280.8519    13657.6919        5.6138        5.4170        3.0154       -0.0808
      5390        0.9477      365.8097    13280.8519    13657.6045        5.5619        5.3815        2.9916       -0.0802
      5400        0.9495      365.8097    13280.8519    13657.5175        5.5104        5.3460        2.9678       -0.0796
      5410        0.9512      365.8097    13280.8519    13657.4309        5.4592        5.3106        2.9441       -0.0789
      5420        0.9530      365.8097    13280.8519    13657.3447        5.4084        5.2752        2.9205       -0.0783
      5430        0.9548      365.8097    13280.8519    13657.2589        5.3579        5.2399        2.8971       -0.0777
      5440        0.9565      365.8097    13280.8519    13657.1735        5.3078        5.2046        2.8737       -0.0770
      5450        0.9583      365.8097    13280.8519    13657.0886        5.2581        5.1694        2.8505       -0.0764
      5460        0.9601      365.8097    13280.8519    13657.0041        5.2087        5.1342        2.8274       -0.0758
      5470        0.9618      365.8097    13280.8519    13656.9200        5.1597        5.0992        2.8044       -0.0752
      5480        0.9636      365.8097    13280.8519    13656.8363        5.1111        5.0642        2.7816       -0.0746
      5490        0.9653      365.8097    13280.8519    13656.7531        5.0627        5.0292        2.7588       -0.0739
      5500        0.9671      365.8097    13280.8519    13656.6703        5.0148        4.9944        2.7362       -0.0733
      5510        0.9689      365.8097    13280.8519    13656.5879        4.9672        4.9596        2.7136       -0.0727
      5520        0.9706      365.8097    13280.8519    13656.5060        4.9200        4.9249        2.6913       -0.0721
      5530        0.9724      365.8097    13280.8519    13656.4245        4.8731        4.8903        2.6690       -0.0715
      5540        0.9742      365.8097    13280.8519    13656.3434        4.8265        4.8558        2.6468       -0.0709
      5550        0.9759      365.8097    13280.8519    13656.2628        4.7804        4.8214        2.6248       -0.0704
      5560        0.9777      365.8097    13280.8519    13656.1826        4.7345        4.7870        2.6029       -0.0698
      5570        0.9795      365.8097    13280.8519    13656.1029        4.6890        4.7528        2.5811       -0.0692
      5580        0.9812      365.8097    13280.8519    13656.0237        4.6439        4.7186        2.5594       -0.0686
      5590        0.9830      365.8097    13280.8519    13655.9448        4.5991        4.6846        2.5379       -0.0680
      5600        0.9848      365.8097    13280.8519    13655.8665        4.5547        4.6507        2.5164       -0.0675
      5610        0.9865      365.8097    13280.8519    13655.7886        4.5106        4.6168        2.4951       -0.0669
      5620        0.9883      365.8097    13280.8519    13655.7111        4.4669        4.5831        2.4740       -0.0663
      5630        0.9901      365.8097    13280.8519    13655.6341        4.4235        4.5495        2.4529       -0.0657
      5640        0.9918      365.8097    13280.8519    13655.5575        4.3804        4.5160        2.4320       -0.0652
      5650        0.9936      365.8097    13280.8519    13655.4814        4.3377        4.4826        2.4112       -0.0646
      5660        0.9954      365.8097    13280.8519    13655.4058        4.2953        4.4494        2.3905       -0.0641
      5670        0.9971      365.8097    13280.8519    13655.3306        4.2533        4.4162        2.3699       -0.0635
      5680        0.9989      365.8097    13280.8519    13655.2559        4.2116        4.3832        2.3495       -0.0630
      5690        1.0007      365.8097    13280.8519    13655.1816        4.1702        4.3503        2.3292       -0.0624
      5700        1.0024      365.8097    13280.8519    13655.1078        4.1292        4.3175        2.3090       -0.0619
      5710        1.0042      365.8097    13280.8519    13655.0345        4.0885        4.2849        2.2890       -0.0614
      5720        1.0060      365.8097    13280.8519    13654.9616        4.0481        4.2524        2.2691       -0.0608
      5730        1.0077      365.8097    13280.8519    13654.8892        4.0080        4.2200        2.2493       -0.0603
      5740        1.0095      365.8097    13280.8519    13654.8172        3.9683        4.1878        2.2296       -0.0598
      5750        1.0113      365.8097    13280.8519    13654.7457        3.9289        4.1557        2.2101       -0.0592
      5760        1.0130      365.8097    13280.8519    13654.6747        3.8899        4.1237        2.1906       -0.0587
      5770        1.0148      365.8097    13280.8519    13654.6041        3.8512        4.0918        2.1713       -0.0582
      5780        1.0166      365.8097    13280.8519    13654.5340        3.8128        4.0601        2.1522       -0.0577
      5790        1.0183      365.8097    13280.8519    13654.4643        3.7747        4.0286        2.1331       -0.0572
      5800        1.0201      365.8097    13280.8519    13654.3951        3.7369        3.9971        2.1142       -0.0567
      5810        1.0219      365.8097    13280.8519    13654.3264        3.6994        3.9658        2.0954       -0.0562
      5820        1.0236      365.8097    13280.8519    13654.2581        3.6623        3.9347        2.0768       -0.0557
      5830        1.0254      365.8097    13280.8519    13654.1903        3.6255        3.9037        2.0582       -0.0552
      5840        1.0272      365.8097    13280.8519    13654.1229        3.5890        3.8728        2.0398       -0.0547
      5850        1.0289      365.8097    13280.8519    13654.0560        3.5528        3.8421        2.0215       -0.0542
      5860        1.0307      365.8097    13280.8519    13653.9896        3.5169        3.8116        2.0033       -0.0537
      5870        1.0325      365.8097    13280.8519    13653.9236        3.4813        3.7811        1.9853       -0.0532
      5880        1.0342      365.8097    13280.8519    13653.8580        3.4460        3.7509        1.9674       -0.0527
      5890        1.0360      365.8097    13280.8519    13653.7929        3.4111        3.7208        1.9496       -0.0523
      5900        1.0378      365.8097    13280.8519    13653.7283        3.3764        3.6908        1.9319       -0.0518
      5910        1.0395      365.8097    13280.8519    13653.6641        3.3420        3.6610        1.9144       -0.0513
      5920        1.0413      365.8097    13280.8519    13653.6004        3.3080        3.6313        1.8970       -0.0508
      5930        1.0431      365.8097    13280.8519    13653.5371        3.2742        3.6018        1.8797       -0.0504
      5940        1.0448      365.8097    13280.8519    13653.4743        3.2407        3.5725        1.8625       -0.0499
      5950        1.0466      365.8097    13280.8519    13653.4119        3.2076        3.5433        1.8454       -0.0495
      5960        1.0483      365.8097    13280.8519    13653.3500        3.1747        3.5142        1.8285       -0.0490
      5970        1.0501      365.8097    13280.8519    13653.2885        3.1421        3.4853        1.8117       -0.0486
      5980        1.0519      365.8097    13280.8519    13653.2275        3.1098        3.4566        1.7950       -0.0481
      5990        1.0536      365.8097    13280.8519    13653.1669        3.0778        3.4280        1.7785       -0.0477
      6000        1.0554      365.8097    13280.8519    13653.1068        3.0461        3.3996        1.7620       -0.0472
      6010        1.0572      365.8097    13280.8519    13653.0471        3.0146        3.3713        1.7457       -0.0468
      6020        1.0589      365.8097    13280.8519    13652.9878        2.9835        3.3432        1.7295       -0.0464
