 rod_temps    0.0000000000000000     
 Rod ,           1
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
 
 rod_temps    1.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  725.424261  723.360342  718.786964  711.801839  702.430395  690.682685  676.563700  660.076280  641.222193  620.282063  571.012995  561.148727 
Temperature ,  726.236802  724.172882  719.599504  712.614379  703.242935  691.495226  677.376241  660.888820  642.034734  621.094604  571.825536  561.961267 
Temperature ,  727.049342  724.985423  720.412045  713.426920  704.055476  692.307766  678.188781  661.701360  642.847274  621.907144  572.638076  562.773808 
Temperature ,  727.861883  725.797963  721.224585  714.239460  704.868016  693.120307  679.001322  662.513901  643.659815  622.719684  573.450616  563.586348 
Temperature ,  728.674423  726.610504  722.037125  715.052000  705.680557  693.932847  679.813862  663.326441  644.472355  623.532225  574.263157  564.398889 
Temperature ,  729.486964  727.423044  722.849666  715.864541  706.493097  694.745388  680.626402  664.138982  645.284895  624.344765  575.075697  565.211429 
Temperature ,  730.299504  728.235585  723.662206  716.677081  707.305638  695.557928  681.438943  664.951522  646.097436  625.157306  575.888238  566.023970 
Temperature ,  731.112044  729.048125  724.474747  717.489622  708.118178  696.370468  682.251483  665.764063  646.909976  625.969846  576.700778  566.836510 
Temperature ,  731.924585  729.860665  725.287287  718.302162  708.930718  697.183009  683.064024  666.576603  647.722517  626.782387  577.513319  567.649050 
Temperature ,  732.737125  730.673206  726.099828  719.114703  709.743259  697.995549  683.876564  667.389143  648.535057  627.594927  578.325859  568.461591 
Temperature ,  733.549666  731.485746  726.912368  719.927243  710.555799  698.808090  684.689105  668.201684  649.347598  628.407467  579.138399  569.274131 
Temperature ,  734.362206  732.298287  727.724908  720.739783  711.368340  699.620630  685.501645  669.014224  650.160138  629.220008  579.950940  570.086672 
Temperature ,  735.174747  733.110827  728.537449  721.552324  712.180880  700.433170  686.314185  669.826765  650.972678  630.032548  580.763480  570.899212 
Temperature ,  735.987287  733.923368  729.349989  722.364864  712.993421  701.245711  687.126726  670.639305  651.785219  630.845089  581.576021  571.711753 
Temperature ,  736.799827  734.735908  730.162530  723.177405  713.805961  702.058251  687.939266  671.451846  652.597759  631.657629  582.388561  572.524293 
Temperature ,  737.612368  735.548448  730.975070  723.989945  714.618501  702.870792  688.751807  672.264386  653.410300  632.470170  583.201102  573.336833 
Temperature ,  738.424908  736.360989  731.787611  724.802486  715.431042  703.683332  689.564347  673.076926  654.222840  633.282710  584.013642  574.149374 
Temperature ,  739.237449  737.173529  732.600151  725.615026  716.243582  704.495873  690.376888  673.889467  655.035381  634.095250  584.826182  574.961914 
Temperature ,  740.049989  737.986070  733.412691  726.427566  717.056123  705.308413  691.189428  674.702007  655.847921  634.907791  585.638723  575.774455 
Temperature ,  740.862530  738.798610  734.225232  727.240107  717.868663  706.120953  692.001968  675.514548  656.660461  635.720331  586.451263  576.586995 
Temperature ,  741.675070  739.611151  735.037772  728.052647  718.681204  706.933494  692.814509  676.327088  657.473002  636.532872  587.263804  577.399536 
Temperature ,  725.424280  723.360360  718.786982  711.801857  702.430413  690.682704  676.563719  660.076298  641.222212  620.282082  571.013014  561.148745 
 
 rod_temps    2.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  725.424261  723.360341  718.786963  711.801838  702.430394  690.682685  676.563700  660.076279  641.222193  620.282063  571.012995  561.148726 
Temperature ,  726.233717  724.169798  719.596420  712.611294  703.239851  691.492141  677.373156  660.885735  642.031649  621.091519  571.822451  561.958183 
Temperature ,  727.043190  724.979271  720.405892  713.420767  704.049324  692.301614  678.182629  661.695208  642.841122  621.900992  572.631924  562.767656 
Temperature ,  727.852679  725.788760  721.215381  714.230256  704.858813  693.111103  678.992118  662.504697  643.650611  622.710481  573.441413  563.577145 
Temperature ,  728.662184  726.598265  722.024887  715.039762  705.668318  693.920608  679.801623  663.314203  644.460116  623.519986  574.250918  564.386650 
Temperature ,  729.471706  727.407786  722.834408  715.849283  706.477839  694.730130  680.611145  664.123724  645.269638  624.329508  575.060440  565.196171 
Temperature ,  730.274921  728.211002  723.637624  716.652499  707.281055  695.533345  681.414360  664.926940  646.072853  625.132723  575.863655  565.999387 
Temperature ,  731.071801  729.007882  724.434503  717.449378  708.077935  696.330225  682.211240  665.723819  646.869733  625.929603  576.660535  566.796267 
Temperature ,  731.868699  729.804780  725.231401  718.246276  708.874833  697.127123  683.008138  666.520717  647.666631  626.726501  577.457433  567.593165 
Temperature ,  732.665615  730.601696  726.028318  719.043193  709.671749  697.924039  683.805054  667.317634  648.463547  627.523417  578.254349  568.390081 
Temperature ,  733.462550  731.398630  726.825252  719.840127  710.468683  698.720974  684.601989  668.114568  649.260482  628.320351  579.051283  569.187015 
Temperature ,  734.259502  732.195582  727.622204  720.637079  711.265635  699.517926  685.398941  668.911520  650.057434  629.117303  579.848235  569.983967 
Temperature ,  735.056471  732.992552  728.419174  721.434048  712.062605  700.314895  686.195910  669.708489  650.854403  629.914273  580.645205  570.780937 
Temperature ,  735.853458  733.789538  729.216160  722.231035  712.859591  701.111882  686.992897  670.505476  651.651390  630.711260  581.442192  571.577923 
Temperature ,  736.650461  734.586542  730.013164  723.028039  713.656595  701.908885  687.789900  671.302479  652.448393  631.508263  582.239195  572.374927 
Temperature ,  737.447481  735.383562  730.810184  723.825059  714.453615  702.705905  688.586920  672.099500  653.245413  632.305283  583.036215  573.171947 
Temperature ,  738.232267  736.168347  731.594969  724.609844  715.238400  703.490691  689.371706  672.884285  654.030199  633.090069  583.821001  573.956732 
Temperature ,  739.016570  736.952650  732.379272  725.394147  716.022703  704.274994  690.156008  673.668588  654.814502  633.874371  584.605303  574.741035 
Temperature ,  739.800890  737.736970  733.163592  726.178467  716.807023  705.059314  690.940329  674.452908  655.598822  634.658691  585.389623  575.525355 
Temperature ,  740.585227  738.521307  733.947929  726.962804  717.591360  705.843651  691.724666  675.237245  656.383159  635.443028  586.173960  576.309692 
Temperature ,  741.369580  739.305661  734.732282  727.747157  718.375714  706.628004  692.509019  676.021598  657.167512  636.227382  586.958314  577.094046 
Temperature ,  741.376739  739.312820  734.739442  727.754317  718.382873  706.635163  692.516178  676.028757  657.174671  636.234541  586.965473  577.101205 
 
 rod_temps    3.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  725.424261  723.360341  718.786963  711.801838  702.430394  690.682685  676.563700  660.076279  641.222193  620.282062  571.012994  561.148726 
Temperature ,  726.233717  724.169798  719.596419  712.611294  703.239851  691.492141  677.373156  660.885735  642.031649  621.091519  571.822451  561.958183 
Temperature ,  727.043190  724.979270  720.405892  713.420767  704.049323  692.301614  678.182629  661.695208  642.841122  621.900992  572.631924  562.767655 
Temperature ,  727.852679  725.788760  721.215381  714.230256  704.858813  693.111103  678.992118  662.504697  643.650611  622.710481  573.441413  563.577145 
Temperature ,  728.662185  726.598265  722.024887  715.039762  705.668318  693.920609  679.801624  663.314203  644.460117  623.519986  574.250918  564.386650 
Temperature ,  729.471707  727.407787  722.834409  715.849284  706.477840  694.730130  680.611145  664.123725  645.269638  624.329508  575.060440  565.196172 
Temperature ,  730.274923  728.211004  723.637626  716.652500  707.281057  695.533347  681.414362  664.926941  646.072855  625.132725  575.863657  565.999389 
Temperature ,  731.071805  729.007886  724.434508  717.449383  708.077939  696.330229  682.211244  665.723823  646.869737  625.929607  576.660539  566.796271 
Temperature ,  731.868707  729.804788  725.231410  718.246284  708.874841  697.127131  683.008146  666.520725  647.666639  626.726509  577.457441  567.593173 
Temperature ,  732.665629  730.601709  726.028331  719.043206  709.671762  697.924053  683.805068  667.317647  648.463561  627.523431  578.254363  568.390094 
Temperature ,  733.462570  731.398651  726.825272  719.840147  710.468704  698.720994  684.602009  668.114588  649.260502  628.320372  579.051304  569.187036 
Temperature ,  734.259531  732.195612  727.622233  720.637108  711.265665  699.517955  685.398970  668.911549  650.057463  629.117333  579.848265  569.983997 
Temperature ,  735.056512  732.992592  728.419214  721.434089  712.062645  700.314935  686.195950  669.708530  650.854443  629.914313  580.645245  570.780977 
Temperature ,  735.853512  733.789592  729.216214  722.231089  712.859645  701.111935  686.992950  670.505530  651.651443  630.711313  581.442245  571.577977 
Temperature ,  736.650531  734.586612  730.013233  723.028108  713.656665  701.908955  687.789970  671.302549  652.448463  631.508333  582.239265  572.374997 
Temperature ,  737.447570  735.383651  730.810272  723.825147  714.453704  702.705994  688.587009  672.099588  653.245502  632.305372  583.036304  573.172036 
Temperature ,  738.232385  736.168466  731.595087  724.609962  715.238518  703.490809  689.371824  672.884403  654.030317  633.090187  583.821119  573.956850 
Temperature ,  739.016723  736.952803  732.379425  725.394300  716.022856  704.275147  690.156162  673.668741  654.814655  633.874524  584.605456  574.741188 
Temperature ,  739.801084  737.737164  733.163786  726.178661  716.807217  705.059508  690.940523  674.453102  655.599016  634.658885  585.389817  575.525549 
Temperature ,  740.585468  738.521548  733.948170  726.963045  717.591601  705.843892  691.724907  675.237486  656.383400  635.443269  586.174201  576.309933 
Temperature ,  741.369875  739.305955  734.732577  727.747452  718.376008  706.628299  692.509314  676.021893  657.167807  636.227676  586.958608  577.094340 
Temperature ,  741.369895  739.305976  734.732598  727.747473  718.376029  706.628319  692.509334  676.021914  657.167827  636.227697  586.958629  577.094361 
 
 rod_temps    4.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  725.424261  723.360341  718.786963  711.801838  702.430394  690.682685  676.563700  660.076279  641.222193  620.282062  571.012994  561.148726 
Temperature ,  726.233717  724.169798  719.596419  712.611294  703.239851  691.492141  677.373156  660.885735  642.031649  621.091519  571.822451  561.958183 
Temperature ,  727.043190  724.979270  720.405892  713.420767  704.049323  692.301614  678.182629  661.695208  642.841122  621.900992  572.631924  562.767655 
Temperature ,  727.852679  725.788760  721.215381  714.230256  704.858813  693.111103  678.992118  662.504697  643.650611  622.710481  573.441413  563.577145 
Temperature ,  728.662185  726.598265  722.024887  715.039762  705.668318  693.920609  679.801624  663.314203  644.460117  623.519986  574.250918  564.386650 
Temperature ,  729.471707  727.407787  722.834409  715.849284  706.477840  694.730130  680.611145  664.123725  645.269638  624.329508  575.060440  565.196172 
Temperature ,  730.274923  728.211004  723.637626  716.652500  707.281057  695.533347  681.414362  664.926941  646.072855  625.132725  575.863657  565.999389 
Temperature ,  731.071805  729.007886  724.434508  717.449383  708.077939  696.330229  682.211244  665.723823  646.869737  625.929607  576.660539  566.796271 
Temperature ,  731.868707  729.804788  725.231410  718.246284  708.874841  697.127131  683.008146  666.520725  647.666639  626.726509  577.457441  567.593173 
Temperature ,  732.665629  730.601709  726.028331  719.043206  709.671762  697.924053  683.805068  667.317647  648.463561  627.523431  578.254363  568.390094 
Temperature ,  733.462570  731.398651  726.825272  719.840147  710.468704  698.720994  684.602009  668.114588  649.260502  628.320372  579.051304  569.187036 
Temperature ,  734.259531  732.195612  727.622233  720.637108  711.265665  699.517955  685.398970  668.911549  650.057463  629.117333  579.848265  569.983997 
Temperature ,  735.056512  732.992592  728.419214  721.434089  712.062645  700.314935  686.195950  669.708530  650.854443  629.914313  580.645245  570.780977 
Temperature ,  735.853512  733.789592  729.216214  722.231089  712.859645  701.111935  686.992950  670.505530  651.651443  630.711313  581.442245  571.577977 
Temperature ,  736.650531  734.586612  730.013233  723.028108  713.656665  701.908955  687.789970  671.302549  652.448463  631.508333  582.239265  572.374997 
Temperature ,  737.447570  735.383651  730.810272  723.825147  714.453704  702.705994  688.587009  672.099588  653.245502  632.305372  583.036304  573.172036 
Temperature ,  738.232385  736.168466  731.595087  724.609962  715.238518  703.490809  689.371824  672.884403  654.030317  633.090187  583.821119  573.956850 
Temperature ,  739.016723  736.952803  732.379425  725.394300  716.022856  704.275147  690.156162  673.668741  654.814655  633.874524  584.605456  574.741188 
Temperature ,  739.801084  737.737164  733.163786  726.178661  716.807217  705.059508  690.940523  674.453102  655.599016  634.658885  585.389817  575.525549 
Temperature ,  740.585468  738.521548  733.948170  726.963045  717.591601  705.843892  691.724907  675.237486  656.383400  635.443269  586.174201  576.309933 
Temperature ,  741.369875  739.305955  734.732577  727.747452  718.376008  706.628299  692.509314  676.021893  657.167807  636.227676  586.958608  577.094340 
Temperature ,  741.369895  739.305975  734.732597  727.747472  718.376028  706.628319  692.509334  676.021913  657.167827  636.227696  586.958628  577.094360 
 
 rod_temps    1.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  725.424261  723.360342  718.786964  711.801839  702.430395  690.682685  676.563700  660.076280  641.222193  620.282063  571.012995  561.148727 
Temperature ,  726.233718  724.169798  719.596420  712.611295  703.239851  691.492142  677.373157  660.885736  642.031650  621.091520  571.822452  561.958183 
Temperature ,  727.043191  724.979271  720.405893  713.420768  704.049324  692.301615  678.182630  661.695209  642.841123  621.900992  572.631924  562.767656 
Temperature ,  727.852680  725.788761  721.215382  714.230257  704.858814  693.111104  678.992119  662.504698  643.650612  622.710482  573.441414  563.577146 
Temperature ,  728.662186  726.598266  722.024888  715.039763  705.668319  693.920610  679.801625  663.314204  644.460118  623.519987  574.250919  564.386651 
Temperature ,  729.471708  727.407788  722.834410  715.849285  706.477841  694.730132  680.611147  664.123726  645.269640  624.329509  575.060441  565.196173 
Temperature ,  730.274925  728.211005  723.637627  716.652502  707.281058  695.533348  681.414363  664.926943  646.072856  625.132726  575.863658  565.999390 
Temperature ,  731.071807  729.007887  724.434509  717.449384  708.077940  696.330231  682.211246  665.723825  646.869739  625.929608  576.660540  566.796272 
Temperature ,  731.868709  729.804789  725.231411  718.246286  708.874842  697.127133  683.008148  666.520727  647.666641  626.726510  577.457442  567.593174 
Temperature ,  732.665630  730.601711  726.028333  719.043208  709.671764  697.924054  683.805069  667.317649  648.463562  627.523432  578.254364  568.390096 
Temperature ,  733.462572  731.398652  726.825274  719.840149  710.468705  698.720996  684.602011  668.114590  649.260504  628.320373  579.051306  569.187037 
Temperature ,  734.259533  732.195613  727.622235  720.637110  711.265666  699.517957  685.398972  668.911551  650.057465  629.117335  579.848267  569.983998 
Temperature ,  735.056513  732.992594  728.419216  721.434091  712.062647  700.314937  686.195952  669.708532  650.854445  629.914315  580.645247  570.780979 
Temperature ,  735.853514  733.789594  729.216216  722.231091  712.859647  701.111937  686.992952  670.505532  651.651445  630.711315  581.442247  571.577979 
Temperature ,  736.650533  734.586614  730.013235  723.028110  713.656667  701.908957  687.789972  671.302551  652.448465  631.508335  582.239267  572.374999 
Temperature ,  737.447572  735.383653  730.810275  723.825149  714.453706  702.705996  688.587011  672.099590  653.245504  632.305374  583.036306  573.172038 
Temperature ,  738.232387  736.168468  731.595090  724.609964  715.238521  703.490811  689.371826  672.884405  654.030319  633.090189  583.821121  573.956853 
Temperature ,  739.016725  736.952806  732.379427  725.394302  716.022859  704.275149  690.156164  673.668743  654.814657  633.874527  584.605459  574.741191 
Temperature ,  739.801086  737.737167  733.163788  726.178663  716.807220  705.059510  690.940525  674.453104  655.599018  634.658888  585.389820  575.525552 
Temperature ,  740.585470  738.521551  733.948173  726.963048  717.591604  705.843894  691.724909  675.237488  656.383402  635.443272  586.174204  576.309936 
Temperature ,  741.369877  739.305958  734.732580  727.747455  718.376011  706.628301  692.509316  676.021896  657.167809  636.227679  586.958611  577.094343 
Temperature ,  741.369895  739.305975  734.732597  727.747472  718.376028  706.628319  692.509334  676.021913  657.167827  636.227696  586.958628  577.094360 
 
 rod_temps    2.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  725.424261  723.360342  718.786964  711.801839  702.430395  690.682685  676.563700  660.076280  641.222193  620.282063  571.012995  561.148727 
Temperature ,  726.233718  724.169798  719.596420  712.611295  703.239851  691.492142  677.373157  660.885736  642.031650  621.091520  571.822452  561.958183 
Temperature ,  727.043191  724.979271  720.405893  713.420768  704.049324  692.301615  678.182630  661.695209  642.841123  621.900992  572.631924  562.767656 
Temperature ,  727.852680  725.788761  721.215382  714.230257  704.858814  693.111104  678.992119  662.504698  643.650612  622.710482  573.441414  563.577146 
Temperature ,  728.662186  726.598266  722.024888  715.039763  705.668319  693.920610  679.801625  663.314204  644.460118  623.519987  574.250919  564.386651 
Temperature ,  729.471708  727.407788  722.834410  715.849285  706.477841  694.730132  680.611147  664.123726  645.269640  624.329509  575.060441  565.196173 
Temperature ,  730.274925  728.211005  723.637627  716.652502  707.281058  695.533348  681.414363  664.926943  646.072856  625.132726  575.863658  565.999390 
Temperature ,  731.071807  729.007887  724.434509  717.449384  708.077940  696.330231  682.211246  665.723825  646.869739  625.929608  576.660540  566.796272 
Temperature ,  731.868709  729.804789  725.231411  718.246286  708.874842  697.127133  683.008148  666.520727  647.666641  626.726510  577.457442  567.593174 
Temperature ,  732.665630  730.601711  726.028333  719.043208  709.671764  697.924054  683.805069  667.317649  648.463562  627.523432  578.254364  568.390096 
Temperature ,  733.462572  731.398652  726.825274  719.840149  710.468705  698.720996  684.602011  668.114590  649.260504  628.320373  579.051306  569.187037 
Temperature ,  734.259533  732.195613  727.622235  720.637110  711.265666  699.517957  685.398972  668.911551  650.057465  629.117335  579.848267  569.983998 
Temperature ,  735.056513  732.992594  728.419216  721.434091  712.062647  700.314937  686.195952  669.708532  650.854445  629.914315  580.645247  570.780979 
Temperature ,  735.853514  733.789594  729.216216  722.231091  712.859647  701.111937  686.992952  670.505532  651.651445  630.711315  581.442247  571.577979 
Temperature ,  736.650533  734.586614  730.013235  723.028110  713.656667  701.908957  687.789972  671.302551  652.448465  631.508335  582.239267  572.374999 
Temperature ,  737.447572  735.383653  730.810275  723.825149  714.453706  702.705996  688.587011  672.099590  653.245504  632.305374  583.036306  573.172038 
Temperature ,  738.232387  736.168468  731.595090  724.609964  715.238521  703.490811  689.371826  672.884405  654.030319  633.090189  583.821121  573.956853 
Temperature ,  739.016725  736.952806  732.379427  725.394302  716.022859  704.275149  690.156164  673.668743  654.814657  633.874527  584.605459  574.741191 
Temperature ,  739.801086  737.737167  733.163788  726.178663  716.807220  705.059510  690.940525  674.453104  655.599018  634.658888  585.389820  575.525552 
Temperature ,  740.585470  738.521551  733.948173  726.963048  717.591604  705.843894  691.724909  675.237488  656.383402  635.443272  586.174204  576.309936 
Temperature ,  741.369877  739.305958  734.732580  727.747455  718.376011  706.628301  692.509316  676.021896  657.167809  636.227679  586.958611  577.094343 
Temperature ,  741.369897  739.305978  734.732600  727.747475  718.376031  706.628321  692.509336  676.021916  657.167829  636.227699  586.958631  577.094363 
 
